Category,Specialty Area,Work Role,Competency Grouping,Competency ID,Competency,KSA ID,KSA
Operate and Maintain (OM),Data Administration (DTA),Database Administrator (OM-DTA-001),Technical,C016,Database Management Systems,S0013,Skill in conducting queries and developing algorithms to analyze data structures.
Operate and Maintain (OM),Data Administration (DTA),Data Analyst (OM-DTA-002),Technical,C016,Database Management Systems,S0037,Skill in generating queries and reports.
Operate and Maintain (OM),Data Administration (DTA),Database Administrator (OM-DTA-001),Technical,C016,Database Management Systems,S0037,Skill in generating queries and reports.
Analyze (AN),Exploitation Analysis (EXP),Exploitation Analyst (AN-EXP-001),Technical,C016,Database Management Systems,K0394,Knowledge of common reporting databases and tools. 
Analyze (AN),Exploitation Analysis (EXP),Exploitation Analyst (AN-EXP-001),Technical,C016,Database Management Systems,S0286,Skill in using databases to identify target-relevant information.
Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),Technical,C016,Database Management Systems,K0024,Knowledge of database systems.
Operate and Maintain (OM),Systems Analysis (ANA),Systems Security Analyst (OM-ANA-001),Technical,C016,Database Management Systems,K0024,Knowledge of database systems.
Securely Provision (SP),Systems Architecture (ARC),Enterprise Architect (SP-ARC-001),Technical,C016,Database Management Systems,K0024,Knowledge of database systems.
Securely Provision (SP),Systems Architecture (ARC),Security Architect (SP-ARC-002),Technical,C016,Database Management Systems,K0024,Knowledge of database systems.
Securely Provision (SP),Systems Development (SYS),Information Systems Security Developer (SP-SYS-001),Technical,C016,Database Management Systems,K0024,Knowledge of database systems.
Securely Provision (SP),Systems Development (SYS),Systems Developer (SP-SYS-002),Technical,C016,Database Management Systems,K0024,Knowledge of database systems.
Analyze (AN),Targets (TGT),Target Network Analyst (AN-TGT-002),Technical,C016,Database Management Systems,S0220,Skill in exploiting/querying organizational and/or partner collection databases.
Analyze (AN),Targets (TGT),Target Developer (AN-TGT-001),Technical,C016,Database Management Systems,S0292,Skill in using targeting databases and software packages.
Analyze (AN),All-Source Analysis (ASA),All-Source Analyst (AN-ASA-001),Technical,C017,Encryption,K0427,"Knowledge of encryption algorithms and cyber capabilities/tools (e.g., SSL, PGP)."
Analyze (AN),All-Source Analysis (ASA),Mission Assessment Specialist (AN-ASA-002),Technical,C017,Encryption,K0427,"Knowledge of encryption algorithms and cyber capabilities/tools (e.g., SSL, PGP)."
Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),Technical,C017,Encryption,K0427,"Knowledge of encryption algorithms and cyber capabilities/tools (e.g., SSL, PGP)."
Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),Technical,C017,Encryption,K0427,"Knowledge of encryption algorithms and cyber capabilities/tools (e.g., SSL, PGP)."
Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),Technical,C017,Encryption,K0018,Knowledge of encryption algorithms 
Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),Technical,C017,Encryption,K0019,Knowledge of cryptography and cryptographic key management concepts 
Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),Technical,C017,Encryption,K0104,Knowledge of Virtual Private Network (VPN) security.
Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),Technical,C017,Encryption,K0190,Knowledge of encryption methodologies.
Protect and Defend (PR),Cyber Defense Infrastructure Support (INF),Cyber Defense Infrastructure Support Specialist (PR-INF-001),Technical,C017,Encryption,K0104,Knowledge of Virtual Private Network (VPN) security.
Protect and Defend (PR),Cyber Defense Infrastructure Support (INF),Cyber Defense Infrastructure Support Specialist (PR-INF-001),Technical,C017,Encryption,S0059,Skill in using Virtual Private Network (VPN) devices and encryption.
Collect and Operate (CO),Cyber Operational Planning (OPL),Cyber Intel Planner (CO-OPL-001),Technical,C017,Encryption,K0403,"Knowledge of cryptologic capabilities, limitations, and contributions to cyber operations."
Collect and Operate (CO),Cyber Operational Planning (OPL),Cyber Ops Planner (CO-OPL-002),Technical,C017,Encryption,K0403,"Knowledge of cryptologic capabilities, limitations, and contributions to cyber operations."
Collect and Operate (CO),Cyber Operational Planning (OPL),Partner Integration Planner (CO-OPL-003),Technical,C017,Encryption,K0403,"Knowledge of cryptologic capabilities, limitations, and contributions to cyber operations."
Collect and Operate (CO),Cyber Operational Planning (OPL),Cyber Intel Planner (CO-OPL-001),Technical,C017,Encryption,K0427,"Knowledge of encryption algorithms and cyber capabilities/tools (e.g., SSL, PGP)."
Collect and Operate (CO),Cyber Operations (OPS),Cyber Operator (CO-OPS-001),Technical,C017,Encryption,K0403,"Knowledge of cryptologic capabilities, limitations, and contributions to cyber operations."
Collect and Operate (CO),Cyber Operations (OPS),Cyber Operator (CO-OPS-001),Technical,C017,Encryption,K0427,"Knowledge of encryption algorithms and cyber capabilities/tools (e.g., SSL, PGP)."
Collect and Operate (CO),Cyber Operations (OPS),Cyber Operator (CO-OPS-001),Technical,C017,Encryption,K0428,Knowledge of encryption algorithms and tools for wireless local area networks (WLANs).
Collect and Operate (CO),Cyber Operations (OPS),Cyber Operator (CO-OPS-001),Technical,C017,Encryption,S0298,"Skill in verifying the integrity of all files. (e.g., checksums, Exclusive OR, secure hashes, check constraints, etc.)."
Oversee and Govern (OV),Cybersecurity Management (MGT),Communications Security (COMSEC) Manager (OV-MGT-002),Technical,C017,Encryption,K0018,Knowledge of encryption algorithms 
Oversee and Govern (OV),Cybersecurity Management (MGT),Information Systems Security Manager (OV-MGT-001),Technical,C017,Encryption,K0018,Knowledge of encryption algorithms 
Oversee and Govern (OV),Cybersecurity Management (MGT),Communications Security (COMSEC) Manager (OV-MGT-002),Technical,C017,Encryption,K0285,Knowledge of implementing enterprise key escrow systems to support data-at-rest encryption.
Oversee and Govern (OV),Cybersecurity Management (MGT),Communications Security (COMSEC) Manager (OV-MGT-002),Technical,C017,Encryption,S0059,Skill in using Virtual Private Network (VPN) devices and encryption.
Oversee and Govern (OV),Cybersecurity Management (MGT),Communications Security (COMSEC) Manager (OV-MGT-002),Technical,C017,Encryption,S0138,"Skill in using Public-Key Infrastructure (PKI) encryption and digital signature capabilities into applications (e.g., S/MIME email, SSL traffic)."
Operate and Maintain (OM),Data Administration (DTA),Data Analyst (OM-DTA-002),Technical,C017,Encryption,K0025,Knowledge of digital rights management.
Operate and Maintain (OM),Data Administration (DTA),Database Administrator (OM-DTA-001),Technical,C017,Encryption,K0025,Knowledge of digital rights management.
Operate and Maintain (OM),Data Administration (DTA),Database Administrator (OM-DTA-001),Technical,C017,Encryption,K0277,"Knowledge of current and emerging data encryption (e.g., Column and Tablespace Encryption, file and disk encryption) security features in databases (e.g. built-in cryptographic key management features)."
Operate and Maintain (OM),Data Administration (DTA),Data Analyst (OM-DTA-002),Technical,C017,Encryption,S0089,"Skill in one-way hash functions (e.g., Secure Hash Algorithm [SHA], Message Digest Algorithm [MD5])."
Investigate (IN),Digital Forensics (FOR),Cyber Defense Forensics Analyst (IN-FOR-002),Technical,C017,Encryption,K0018,Knowledge of encryption algorithms 
Investigate (IN),Digital Forensics (FOR),Forensics Analyst (IN-FOR-001),Technical,C017,Encryption,K0305,Knowledge of data concealment (e.g. encryption algorithms and steganography).
Investigate (IN),Digital Forensics (FOR),Cyber Defense Forensics Analyst (IN-FOR-002),Technical,C017,Encryption,S0089,"Skill in one-way hash functions (e.g., Secure Hash Algorithm [SHA], Message Digest Algorithm [MD5])."
Investigate (IN),Digital Forensics (FOR),Forensics Analyst (IN-FOR-001),Technical,C017,Encryption,S0089,"Skill in one-way hash functions (e.g., Secure Hash Algorithm [SHA], Message Digest Algorithm [MD5])."
Operate and Maintain (OM),Network Services (NET),Network Operations Specialist (OM-NET-001),Technical,C017,Encryption,K0104,Knowledge of Virtual Private Network (VPN) security.
Operate and Maintain (OM),Network Services (NET),Network Operations Specialist (OM-NET-001),Technical,C017,Encryption,K0201,Knowledge of symmetric key rotation techniques and concepts.
Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),Technical,C017,Encryption,K0018,Knowledge of encryption algorithms 
Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),Technical,C017,Encryption,K0018,Knowledge of encryption algorithms 
Securely Provision (SP),Risk Management (RSK),Authorizing Official (SP-RSK-001),Technical,C017,Encryption,K0019,Knowledge of cryptography and cryptographic key management concepts 
Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),Technical,C017,Encryption,K0019,Knowledge of cryptography and cryptographic key management concepts 
Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),Technical,C017,Encryption,S0138,"Skill in using Public-Key Infrastructure (PKI) encryption and digital signature capabilities into applications (e.g., S/MIME email, SSL traffic)."
Securely Provision (SP),Software Development (DEV),Secure Software Assessor (SP-DEV-002),Technical,C017,Encryption,S0138,"Skill in using Public-Key Infrastructure (PKI) encryption and digital signature capabilities into applications (e.g., S/MIME email, SSL traffic)."
Securely Provision (SP),Software Development (DEV),Software Developer (SP-DEV-001),Technical,C017,Encryption,S0138,"Skill in using Public-Key Infrastructure (PKI) encryption and digital signature capabilities into applications (e.g., S/MIME email, SSL traffic)."
